Country_Name,Tax_Indicator_Name,Lowest_Level_Portfolio_Name,Balance_Sheet_Component_Name,IFRS_Earnings_Component_Name,Scenario_Name,Currency_Name,Par_Status_Name,Amount,Source_File,Ingestion_TS,Reporting_Date
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF +100bps,Canadian Dollar,null,2730.273301,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF -100bps,Canadian Dollar,null,-3271.174177,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF -200bps,Canadian Dollar,null,-7233.694997,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF +200bps,Canadian Dollar,null,5032.117589,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF +300bps,Canadian Dollar,null,6991.65004,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF-50, all tenors up to 2yr",Canadian Dollar,null,-2.403882771,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF-50, all tenors up to 5yr",Canadian Dollar,null,-24.84477745,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF-50, all tenors up to 7yr",Canadian Dollar,null,-79.2940168,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF-50, all tenors up to 10yr",Canadian Dollar,null,-499.7180823,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF-50, all tenors up to 20yr",Canadian Dollar,null,-892.0612002,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF+50, all tenors up to 2yr",Canadian Dollar,null,1.994885435,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF+50, all tenors up to 5yr",Canadian Dollar,null,23.17895708,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF+50, all tenors up to 7yr",Canadian Dollar,null,75.1697133,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF+50, all tenors up to 10yr",Canadian Dollar,null,468.2233329,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF+50, all tenors up to 20yr",Canadian Dollar,null,827.8757391,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF-100, all tenors up to 2yr",Canadian Dollar,null,-4.754965011,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF-100, all tenors up to 5yr",Canadian Dollar,null,-50.43987953,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF-100, all tenors up to 7yr",Canadian Dollar,null,-162.6284431,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF-100, all tenors up to 10yr",Canadian Dollar,null,-1032.062999,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF-100, all tenors up to 20yr",Canadian Dollar,null,-1849.946365,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF+100, all tenors up to 2yr",Canadian Dollar,null,3.868772634,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF+100, all tenors up to 5yr",Canadian Dollar,null,45.44313537,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF+100, all tenors up to 7yr",Canadian Dollar,null,146.3328444,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF+100, all tenors up to 10yr",Canadian Dollar,null,906.680101,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF+100, all tenors up to 20yr",Canadian Dollar,null,1593.367933,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF -100bps and PE/ALDA -20%,Canadian Dollar,null,-3363.670529,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF -100bps and PE/ALDA -10%,Canadian Dollar,null,-3317.523596,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF -100bps and PE/ALDA +10%,Canadian Dollar,null,-3224.816108,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF -100bps and PE/ALDA +20%,Canadian Dollar,null,-3178.642837,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF -50bps and PE/ALDA -20%,Canadian Dollar,null,-1652.201679,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF -50bps and PE/ALDA -10%,Canadian Dollar,null,-1606.018833,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF -50bps and PE/ALDA +10%,Canadian Dollar,null,-1513.233151,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF -50bps and PE/ALDA +20%,Canadian Dollar,null,-1467.017908,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF +50bps and PE/ALDA -20%,Canadian Dollar,null,1332.056204,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF +50bps and PE/ALDA -10%,Canadian Dollar,null,1378.312615,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF +50bps and PE/ALDA +10%,Canadian Dollar,null,1471.254347,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF +50bps and PE/ALDA +20%,Canadian Dollar,null,1517.54905,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF +100bps and PE/ALDA -20%,Canadian Dollar,null,2637.478916,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF +100bps and PE/ALDA -10%,Canadian Dollar,null,2683.771771,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF +100bps and PE/ALDA +10%,Canadian Dollar,null,2776.787847,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF +100bps and PE/ALDA +20%,Canadian Dollar,null,2823.120568,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF -50bps and PE -20%,Canadian Dollar,null,-1652.201937,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF -50bps and PE -10%,Canadian Dollar,null,-1606.018812,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF -50bps and PE +10%,Canadian Dollar,null,-1513.233365,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF -50bps and PE +20%,Canadian Dollar,null,-1467.01789,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF +50bps and PE -20%,Canadian Dollar,null,1332.056137,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF +50bps and PE -10%,Canadian Dollar,null,1378.313352,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF +50bps and PE +10%,Canadian Dollar,null,1471.25443,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF +50bps and PE +20%,Canadian Dollar,null,1517.549185,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF -50bps and ALDA -10%,Canadian Dollar,null,-1559.6311,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF -50bps and ALDA +10%,Canadian Dollar,null,-1559.631179,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF +50bps and ALDA -10%,Canadian Dollar,null,1424.776752,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF +50bps and ALDA +10%,Canadian Dollar,null,1424.777238,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF and URR -50bps,Canadian Dollar,null,-1814.862254,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF and URR +50bps,Canadian Dollar,null,1604.940642,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"EC non-parallel interest rate scenario A, PE -40%, ALDA -30%",Canadian Dollar,null,-8400.791283,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,EC non-parallel interest rate scenario B,Canadian Dollar,null,-12147.99162,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,PE -50%,Canadian Dollar,null,-195.4414839,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,PE +40%,Canadian Dollar,null,184.9133505,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,BRC stress test scenario,Canadian Dollar,null,1723.531932,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,S&P Sens RF and URR1,Canadian Dollar,null,-8281.878141,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,S&P Sens RF and URR2,Canadian Dollar,null,-8026.347323,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,AAR All Rate Minus 50,Canadian Dollar,null,-1688.119223,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,AAR All Rate Plus 50,Canadian Dollar,null,1498.29579,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,CIA Reference Curve_Observable Period,Canadian Dollar,null,1425.338296,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,Full CIA Reference Curve,Canadian Dollar,null,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,CIA Reference Curve_Unobservable Period,Canadian Dollar,null,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,Credit default on bonds and mortgages B,Canadian Dollar,null,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,Q3FBC_01,Canadian Dollar,null,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,Q3FBC_02,Canadian Dollar,null,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,CIA Reference Curve_Observable Period,Canadian Dollar,null,1425.338296,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,Full CIA Reference Curve,Canadian Dollar,null,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",Total Japan,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,CIA Reference Curve_Unobservable Period,Canadian Dollar,null,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF +100bps,Canadian Dollar,Non-par,101.5534579,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF -100bps,Canadian Dollar,Non-par,-115.0341619,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF -200bps,Canadian Dollar,Non-par,-245.9924451,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF +200bps,Canadian Dollar,Non-par,191.5259947,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,RF +300bps,Canadian Dollar,Non-par,271.5323262,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF-50, all tenors up to 2yr",Canadian Dollar,Non-par,-0.107101364,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF-50, all tenors up to 5yr",Canadian Dollar,Non-par,-2.403738423,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF-50, all tenors up to 7yr",Canadian Dollar,Non-par,-6.818645095,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF-50, all tenors up to 10yr",Canadian Dollar,Non-par,-33.41371128,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF-50, all tenors up to 20yr",Canadian Dollar,Non-par,-55.69388321,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to OCI,BE,"Partial RF+50, all tenors up to 2yr",Canadian Dollar,Non-par,0.092938907,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
