Country_Name,Tax_Indicator_Name,Lowest_Level_Portfolio_Name,Balance_Sheet_Component_Name,IFRS_Earnings_Component_Name,Scenario_Name,Currency_Name,Par_Status_Name,Amount,Source_File,Ingestion_TS,Reporting_Date
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF-50, all tenors up to 20yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF+50, all tenors up to 2yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF+50, all tenors up to 5yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF+50, all tenors up to 7yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF+50, all tenors up to 10yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF+50, all tenors up to 20yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF-100, all tenors up to 2yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF-100, all tenors up to 5yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF-100, all tenors up to 7yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF-100, all tenors up to 10yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF-100, all tenors up to 20yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF+100, all tenors up to 2yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF+100, all tenors up to 5yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF+100, all tenors up to 7yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF+100, all tenors up to 10yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF+100, all tenors up to 20yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF -100bps and PE/ALDA -20%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF -100bps and PE/ALDA -10%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF -100bps and PE/ALDA +10%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF -100bps and PE/ALDA +20%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF -50bps and PE/ALDA -20%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF -50bps and PE/ALDA -10%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF -50bps and PE/ALDA +10%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF -50bps and PE/ALDA +20%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF +50bps and PE/ALDA -20%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF +50bps and PE/ALDA -10%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF +50bps and PE/ALDA +10%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF +50bps and PE/ALDA +20%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF +100bps and PE/ALDA -20%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF +100bps and PE/ALDA -10%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF +100bps and PE/ALDA +10%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF +100bps and PE/ALDA +20%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF -50bps and PE -20%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF -50bps and PE -10%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF -50bps and PE +10%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF -50bps and PE +20%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF +50bps and PE -20%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF +50bps and PE -10%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF +50bps and PE +10%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF +50bps and PE +20%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF -50bps and ALDA -10%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF -50bps and ALDA +10%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF +50bps and ALDA -10%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF +50bps and ALDA +10%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF and URR -50bps,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF and URR +50bps,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"EC non-parallel interest rate scenario A, PE -40%, ALDA -30%",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,EC non-parallel interest rate scenario B,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,PE -50%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,PE +40%,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,BRC stress test scenario,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,S&P Sens RF and URR1,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,S&P Sens RF and URR2,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,AAR All Rate Minus 50,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,AAR All Rate Plus 50,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,CIA Reference Curve_Observable Period,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,Full CIA Reference Curve,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,CIA Reference Curve_Unobservable Period,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,Credit default on bonds and mortgages B,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,Q3FBC_01,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,Q3FBC_02,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,CIA Reference Curve_Observable Period,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,Full CIA Reference Curve,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ AUD-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,CIA Reference Curve_Unobservable Period,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ JPY-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF +100bps,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ JPY-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF -100bps,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ JPY-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF -200bps,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ JPY-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF +200bps,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ JPY-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,RF +300bps,Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ JPY-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF-50, all tenors up to 2yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ JPY-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF-50, all tenors up to 5yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ JPY-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF-50, all tenors up to 7yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ JPY-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF-50, all tenors up to 10yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ JPY-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF-50, all tenors up to 20yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ JPY-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF+50, all tenors up to 2yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ JPY-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF+50, all tenors up to 5yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ JPY-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF+50, all tenors up to 7yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ JPY-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF+50, all tenors up to 10yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ JPY-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF+50, all tenors up to 20yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
Japan,"Pre-Tax, Pre-MI",MLJ JPY-Guaranteed,Liabilities Detail - Gross of Reinsurance (GMM/PAA) Impacts to P&L,RA,"Partial RF-100, all tenors up to 2yr",Canadian Dollar,Non-par,0,IFRS17 25Q4 Consolidated Sensitivities Results (part 2) - 20260206.xlsb,2026-05-08T12:18:32.046739Z,12/31/2025
